AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc,Total,,
8003,MB,PT,                ,                ,"91,750",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"65,048",                                                                                                    ,156798,,
8004,DR,DO,                ,                ,                ,"31,694",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,31694,,
8004,MB,DO,                ,                ,"136,347",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,136347,,
8005,VP,DO,                ,                ,                ,"31,354",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,31354,,
8005,DR,PT,                ,                ,"20,650","104,141",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,124791,,
8005,MB,PT,                ,                ,"717,072","5,102",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,722174,,
8006,DR,DO,                ,                ,"24,981",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,24981,,
8006,DR,PT,                ,                ,                ,"1,453,027",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1453027,,
8006,MB,PT,                ,                ,"4,722,946","20,353",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,4743299,,
8006,MB,DO,                ,                ,"5,531,944",                ,                ,                ,                ,                ,"169,330",                ,                ,                ,                ,                ,                                                                                                    ,5701274,,
8006,LR,DO,"43,766,810",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,43766810,,
8007,DR,PT,                ,                ,"26,960","8,394",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,35354,,
8007,MB,DO,                ,                ,"134,135",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,134135,,
8008,DR,PT,                ,                ,                ,"23,816",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,23816,,
8008,MB,DO,                ,                ,"49,568","19,586",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,69154,,
8009,DR,DO,                ,                ,"9,247","3,837",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,13084,,
8009,MB,DO,                ,                ,"127,393",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,127393,,
8010,DR,DO,                ,                ,"20,426",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,20426,,
8010,MB,DO,                ,                ,"78,166",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,78166,,
8011,DR,DO,                ,                ,                ,"10,639",                ,                ,                ,                ,"1,839",                ,                ,                ,                ,                ,                                                                                                    ,12478,,
8011,DR,PT,                ,                ,                ,"32,910",                ,                ,                ,                ,"1,219",                ,                ,                ,                ,                ,                                                                                                    ,34129,,
8011,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"37,100",                ,                ,                ,                ,"167,620",                                                                                                    ,204720,,
8012,DR,DO,                ,0,0,"9,640",0,0,0,0,0,0,0,0,0,0,                                                                                                    ,9640,,
8012,MB,DO,                ,0,"106,451",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    ,106451,,
8013,MB,PT,                ,0,"1,633","31,074",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,32707,,
8013,DR,PT,                ,                ,                ,"37,294",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,37294,,
8014,DR,DO,                ,                ,"28,035",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,28035,,
8014,MB,DO,                ,                ,"28,936","5,909",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,34845,,
8016,DR,PT,                ,                ,                ,"3,498",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3498,,
8016,MB,PT,                ,                ,"84,679","31,486",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,116165,,
8019,MB,PT,                ,                ,"54,215",0,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,54215,,
8019,DR,PT,                ,                ,"51,916","11,673",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,63589,,
8020,DR,DO,                ,                ,                ,"28,258",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,28258,,
8020,MB,DO,                ,                ,"3,344","48,115",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,51459,,
8025,DR,DO,                ,                ,"1,680","4,368",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,6048,,
8025,MB,DO,                ,                ,"15,889","2,938",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,18827,,
8028,DR,DO,                ,                ,"1,803","4,444",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,6247,,
8028,DR,PT,                ,                ,"2,822","5,931",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,8753,,
8028,MB,DO,                ,                ,"74,675",234,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,74909,,
8028,MB,PT,                ,                ,"103,465",312,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,103777,,
8106,VP,DO,                ,                ,                ,"79,430",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,79430,,
8107,MB,DO,                ,                ,"30,792",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,492,                                                                                                    ,31284,,
8108,VP,PT,                ,                ,                ,"69,234",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,69234,,
9001,DR,PT,                ,                ,                ,"5,430",                ,                ,                ,                ,"216,735",                ,                ,                ,                ,                ,                                                                                                    ,222165,,
9001,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"865,283",                                                                                                    ,865283,,
9002,FB,PT,                ,                ,"177,182",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,177182,,
9002,DR,PT,                ,                ,"725,335","6,417",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,731752,,
9002,MB,PT,                ,                ,"5,727,460",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5727460,,
9003,HR,DO,"302,933,837",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,302933837,,
9004,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,"63,304",                ,                ,                ,                ,                ,                                                                                                    ,63304,,
9004,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"1,547,749",                ,                ,                ,                ,                ,                                                                                                    ,1547749,,
9006,DR,PT,                ,                ,                ,"3,193",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,3193,,
9006,DR,DO,                ,                ,                ,"53,845",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,53845,,
9006,MB,DO,                ,                ,"266,994",222,                ,                ,                ,                ,"651,093",                ,                ,                ,                ,                ,                                                                                                    ,918309,,
9007,DR,PT,                ,                ,"17,479","59,987",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,77466,,
9007,MB,PT,                ,                ,"483,552",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,483552,,
9008,DR,PT,                ,                ,                ,"10,730",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,10730,,
9008,MB,DO,                ,                ,                ,"1,869",                ,"2,101,191",                ,                ,                ,                ,                ,                ,                ,"1,126,502",                                                                                                    ,3229562,,
9009,DR,PT,                ,                ,"137,696","61,358",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,199054,,
9009,MB,PT,                ,                ,"654,404","52,277",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,706681,,
9009,MB,DO,                ,                ,"1,946,517",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1946517,,
9010,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,0,,
9010,MB,PT,                ,                ,"74,386",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,74386,,
9010,MB,DO,                ,                ,"565,862",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,565862,,
9012,DR,PT,                ,                ,"5,667",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5667,,
9012,DR,DO,                ,                ,"54,975","11,675",                ,                ,                ,                ,"1,145",                ,                ,                ,                ,                ,                                                                                                    ,67795,,
9012,MB,DO,                ,                ,"864,316",                ,                ,                ,                ,                ,"6,698",                ,                ,                ,                ,                ,                                                                                                    ,871014,,
9013,MB,PT,                ,                ,"4,690","3,037","19,105",                ,                ,                ,                ,                ,                ,                ,                ,                ,NOTE:  Line 14 refers to hydrogen fuel for powering the Zero Emission Bus (ZEB)                     ,26832,,
9013,DR,PT,                ,                ,                ,"546,817",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,NOTE:  Line 14 refers to hydrogen fuel for powering the Zero Emission Bus (ZEB)                     ,546817,,
9013,MB,DO,                ,                ,"4,207,541","345,123",                ,                ,                ,                ,                ,                ,                ,                ,"8,778",                ,NOTE:  Line 14 refers to hydrogen fuel for powering the Zero Emission Bus (ZEB)                     ,4561442,,
9013,LR,DO,"26,603,277",                ,0,                ,0,0,                ,                ,                ,                ,                ,                ,0,                ,                                                                                                    ,26603277,,
9014,DR,PT,                ,                ,"329,479","425,419",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,Hydrogen usage for Hydrogen Fuel Cell buses                                                         ,754898,,
9014,MB,DO,                ,                ,"6,689,751","177,838",                ,                ,                ,                ,                ,                ,                ,                ,"14,426",                ,Hydrogen usage for Hydrogen Fuel Cell buses                                                         ,6882015,,
9015,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,0,,
9015,CC,DO,"4,064,747",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,4064747,,
9015,MB,DO,                ,                ,"5,042,321",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5042321,,
9015,TB,DO,"34,380,960",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,34380960,,
9015,LR,DO,"54,532,320",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,54532320,,
9016,MB,PT,                ,                ,"27,365",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,27365,,
9016,DR,PT,                ,                ,                ,"162,215",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,162215,,
9016,MB,DO,                ,                ,"1,612,349",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1612349,,
9016,FB,DO,                ,                ,"1,614,539",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1614539,,
9017,DR,PT,                ,                ,"20,423","13,732",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,34155,,
9017,MB,DO,                ,                ,"288,327","8,012",                ,                ,                ,                ,"1,341",                ,                ,                ,                ,                ,                                                                                                    ,297680,,
9019,DR,PT,                ,                ,"15,159","202,192",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,217351,,
9019,MB,DO,                ,                ,"42,093","37,910",                ,                ,                ,                ,"2,500,939",                ,                ,                ,                ,                ,                                                                                                    ,2580942,,
9019,LR,DO,"36,250,380",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,36250380,,
9020,DR,PT,                ,                ,                ,"43,333",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,43333,,
9020,MB,PT,                ,                ,"54,155",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,54155,,
9020,MB,DO,                ,"381,419","501,110",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"117,544",                                                                                                    ,1000073,,
9022,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,0,,
9022,DR,DO,                ,                ,"11,479","14,560",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,26039,,
9022,MB,DO,                ,                ,"327,727","33,762",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,361489,,
9023,DR,PT,                ,                ,                ,"41,058",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,41058,,
9023,MB,DO,                ,                ,"1,587,484","753,480",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,2340964,,
9024,DR,PT,                ,                ,                ,"29,716",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,29716,,
9026,DR,PT,                ,                ,"57,456","582,270","37,637",                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,677363,,
9026,MB,PT,                ,                ,"945,036","196,571",                ,                ,                ,                ,"2,093,833",                ,                ,                ,                ,                ,                                                                                                    ,3235440,,
9026,MB,DO,                ,                ,"368,754","49,808",                ,                ,                ,                ,"3,374,894",                ,                ,                ,                ,                ,                                                                                                    ,3793456,,
9026,LR,DO,"39,942,080",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,39942080,,
9027,DR,PT,                ,                ,                ,"273,701",                ,                ,                ,                ,"6,867",                ,                ,                ,                ,                ,                                                                                                    ,280568,,
9027,MB,DO,                ,                ,"836,843","29,433",                ,                ,                ,                ,"783,600",                ,                ,                ,                ,                ,                                                                                                    ,1649876,,
9028,DR,PT,                ,                ,                ,"26,862",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,26862,,
9028,MB,PT,                ,                ,"522,656",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,522656,,
9028,FB,PT,                ,                ,"1,438,364",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1438364,,
9029,DR,PT,                ,                ,                ,"389,302",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,389302,,
9029,MB,DO,                ,                ,"244,234","38,569",                ,                ,                ,                ,"15,245,625",                ,                ,                ,                ,                ,                                                                                                    ,15528428,,
9030,DR,PT,                ,                ,"7,846","161,350",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,169196,,
9030,LR,PT,                ,                ,"329,237",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,329237,,
9030,CR,PT,                ,                ,"767,099",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,767099,,
9030,MB,DO,                ,                ,"620,439",                ,                ,                ,                ,                ,"1,153,892",                ,                ,                ,                ,                ,                                                                                                    ,1774331,,
9031,DR,PT,                ,                ,                ,"482,856",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,482856,,
9031,MB,PT,                ,                ,"19,373","663,720",                ,                ,                ,                ,"248,027",                ,                ,                ,                ,                ,                                                                                                    ,931120,,
9031,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"1,980,283",                ,                ,                ,                ,                ,                                                                                                    ,1980283,,
9032,DR,DO,                ,                ,165,"131,339",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,131504,,
9032,DR,PT,                ,                ,                ,"624,236",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,624236,,
9032,MB,PT,                ,                ,"2,814,886","385,209",                ,"7,984,086",                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,11184181,,
9033,DR,DO,                ,                ,                ,"6,945",                ,                ,                ,                ,                ,                ,                ,                ,                ,"462,295",                                                                                                    ,469240,,
9033,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"1,363,568",                ,                ,                ,                ,"1,498,822",                                                                                                    ,2862390,,
9034,DR,PT,                ,                ,                ,"1,124",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1124,,
9034,MB,DO,                ,                ,"14,614",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,14614,,
9034,DR,DO,                ,                ,"47,616","3,398",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,51014,,
9035,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,"97,442",                ,                ,                ,                ,                ,                                                                                                    ,97442,,
9035,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"790,205",                ,                ,                ,                ,                ,                                                                                                    ,790205,,
9036,VP,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,0,,
9036,MB,PT,                ,                ,"466,599",                ,                ,                ,                ,                ,"104,145",                ,                ,                ,                ,                ,                                                                                                    ,570744,,
9036,DR,PT,                ,                ,"205,373","1,289,383",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,1494756,,
9036,MB,DO,                ,                ,"1,149,657","7,544",                ,"5,971,820",                ,                ,"3,622,116",                ,                ,                ,                ,                ,                                                                                                    ,10751137,,
9039,DR,DO,                ,                ,                ,"5,880",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,5880,,
9039,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,"652,402",                ,                ,                ,                ,                ,                                                                                                    ,652402,,
9041,DR,PT,                ,                ,                ,"6,930",                ,                ,                ,                ,770,                ,                ,                ,                ,                ,                                                                                                    ,7700,,
9041,MB,PT,                ,                ,                ,"15,839",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    ,15839,,
